date,open,close,high,low,change,volume,market_cap
2019-04-29,5284.86,5247.35,5311.27,5216.49,-0.71,13735490672,92737510865
2019-04-28,5271.75,5285.14,5326.23,5255.68,0.25,12819992056,93391244395
2019-04-27,5279.47,5268.29,5310.75,5233.64,-0.21,13111274675,93086156556
2019-04-26,5210.30,5279.35,5383.63,5177.37,1.33,16812108040,93272287960
2019-04-25,5466.52,5210.52,5542.24,5181.34,-4.68,15330283408,92046492864
2019-04-24,5571.51,5464.87,5642.04,5418.26,-1.91,17048033399,96530038144
2019-04-23,5399.37,5572.36,5633.80,5389.41,3.2,15867308108,98417387004
2019-04-22,5312.49,5399.37,5422.69,5280.28,1.64,14601631648,95354207776
2019-04-21,5335.88,5314.53,5359.93,5257.34,-0.4,13731844223,93847052256
2019-04-20,5304.16,5337.89,5358.49,5295.88,0.64,13169647522,94248717444
2019-04-19,5298.15,5303.81,5336.68,5233.34,0.11,13780238655,93638345002
2019-04-18,5251.48,5298.39,5319.99,5250.51,0.89,13256489918,93532402741
2019-04-17,5236.14,5251.94,5274.28,5219.21,0.3,12438480677,92702617458
2019-04-16,5066.58,5235.56,5238.95,5055.19,3.34,11618660197,92404613297
2019-04-15,5167.32,5067.11,5196.61,5024.07,-1.94,12290155061,89422237603
2019-04-14,5095.76,5167.72,5184.02,5053.57,1.41,10391952498,91188595341
2019-04-13,5088.85,5096.59,5127.12,5061.59,0.15,10823289598,89925574875
2019-04-12,5061.20,5089.54,5103.27,4955.85,0.56,13675206312,89792633045
2019-04-11,5325.08,5064.49,5354.23,5017.30,-4.89,16555616019,89341168457
2019-04-10,5204.11,5324.55,5421.65,5193.38,2.31,15504590933,93918439274
2019-04-09,5289.92,5204.96,5289.92,5167.42,-1.61,14722104361,91799330425
2019-04-08,5199.84,5289.77,5318.84,5148.21,1.73,17154113634,93286365973
2019-04-07,5062.79,5198.90,5235.19,5050.41,2.69,16655416140,91674230186
2019-04-06,5036.79,5059.82,5205.82,4992.22,0.46,16929795194,89212733450
2019-04-05,4922.81,5036.68,5053.51,4919.49,2.31,16837325387,88796118650
2019-04-04,4971.31,4922.80,5063.16,4836.79,-0.98,18251810240,86778727821
2019-04-03,4879.96,4973.02,5307.00,4876.62,1.91,22899891582,87655288145
2019-04-02,4156.92,4879.88,4905.95,4155.32,17.39,21315047816,85986009273
2019-04-01,4105.36,4158.18,4164.95,4096.90,1.29,10157794171,73269368747
2019-03-31,4105.46,4105.40,4113.02,4094.10,-0.0,9045122443,72339379036
2019-03-30,4092.14,4106.66,4296.81,4053.91,0.35,9732688060,72355190645
2019-03-29,4068.30,4098.37,4113.50,4034.10,0.74,10918665557,72202088875
2019-03-28,4087.58,4069.11,4094.90,4040.27,-0.45,9353915899,71678998915
2019-03-27,3984.24,4087.07,4087.07,3977.81,2.58,10897131934,71987847571
2019-03-26,3969.23,3985.08,3985.08,3944.75,0.4,10707678815,70184147203
2019-03-25,4024.11,3963.07,4038.84,3934.03,-1.52,10359818883,69789872373
2019-03-24,4035.16,4022.17,4040.70,4006.19,-0.32,9144851065,70823042992
2019-03-23,4022.71,4035.83,4049.88,4015.96,0.33,9578850549,71056017910
2019-03-22,4028.51,4023.97,4053.91,4021.54,-0.11,9252935969,70840048102
2019-03-21,4083.95,4029.33,4097.36,4005.15,-1.34,10831212662,70926226882
2019-03-20,4070.79,4087.48,4089.46,4031.11,0.41,10175916388,71942444088
2019-03-19,4032.69,4071.19,4082.22,4023.81,0.95,9344919956,71647703828
2019-03-18,4029.97,4032.51,4071.56,4009.12,0.06,9646954186,70958165407
2019-03-17,4047.72,4025.23,4054.12,4006.41,-0.56,8221625400,70821939585
2019-03-16,3963.90,4048.73,4077.04,3961.66,2.14,9856166973,71227967573
2019-03-15,3926.66,3960.91,3968.54,3914.02,0.87,9394210605,69675002377
2019-03-14,3905.58,3924.37,3946.50,3901.30,0.48,10480789570,69024696307
2019-03-13,3913.05,3906.72,3926.60,3891.90,-0.16,9469184841,68706700381
2019-03-12,3903.76,3909.16,3926.89,3863.56,0.14,9809887079,68743000581
2019-03-11,3953.74,3905.23,3966.38,3889.24,-1.23,10125901903,68666928025
2019-03-10,3966.17,3951.60,3966.17,3924.38,-0.37,9713267607,69475297370
2019-03-09,3894.55,3963.31,3987.24,3892.39,1.77,10796103518,69674508655
2019-03-08,3913.23,3901.13,3950.43,3875.23,-0.31,10638638944,68574579320
2019-03-07,3903.38,3911.48,3939.37,3894.11,0.21,9584165519,68749421311
2019-03-06,3897.08,3903.94,3919.51,3871.46,0.18,9175291529,68609885776
2019-03-05,3759.83,3896.38,3903.92,3745.18,3.63,10174126415,68470655400
2019-03-04,3845.09,3761.56,3867.38,3733.75,-2.17,9029175788,66094551587
2019-03-03,3862.27,3847.18,3875.48,3836.91,-0.39,7253558152,67592376373
2019-03-02,3855.32,3864.42,3874.61,3832.13,0.24,7578786076,67888255371
2019-03-01,3853.76,3859.58,3907.80,3851.69,0.15,7661247975,67796965743
2019-02-28,3848.26,3854.79,3906.06,3845.82,0.17,8399767798,67704774107
2019-02-27,3857.48,3851.05,3888.80,3787.06,-0.17,8301309684,67631949500
2019-02-26,3878.70,3854.36,3891.58,3837.99,-0.63,7931218996,67683296223
2019-02-25,3807.00,3882.70,3913.71,3807.00,1.99,9318796067,68173204651
2019-02-24,4145.46,3810.43,4210.64,3793.71,-8.08,10794227451,66897483404
2019-02-23,3998.92,4142.53,4166.29,3968.73,3.59,8922258316,72720867208
2019-02-22,3952.41,4005.53,4006.54,3950.82,1.34,7826525254,70308555857
2019-02-21,4000.26,3954.12,4010.01,3940.11,-1.15,7775128102,69398333876
2019-02-20,3946.68,3999.82,4000.49,3926.25,1.35,8693373948,70194350042
2019-02-19,3911.66,3947.09,4010.88,3908.15,0.91,9933626655,69262673238
2019-02-18,3671.37,3915.71,3936.67,3669.98,6.66,9908216640,68704389994
2019-02-17,3633.36,3673.84,3680.54,3619.18,1.11,7039512503,64453368779
2019-02-16,3615.27,3629.79,3652.84,3615.27,0.4,5934744052,63673369195
2019-02-15,3617.37,3620.81,3647.80,3608.21,0.1,6091952231,63509111125
2019-02-14,3631.17,3616.88,3646.26,3607.70,-0.39,6271044418,63434486052
2019-02-13,3653.60,3632.07,3669.75,3617.25,-0.59,6438903823,63694394519
2019-02-12,3642.75,3653.53,3668.59,3618.56,0.3,6480384532,64063755250
2019-02-11,3695.61,3648.43,3695.61,3642.29,-1.28,6277056434,63968390250
2019-02-10,3673.20,3690.19,3695.04,3640.98,0.46,6282256903,64694025951
2019-02-09,3671.59,3671.20,3679.94,3646.56,-0.01,6158833645,64354732475
2019-02-08,3401.38,3666.78,3695.61,3391.02,7.8,7735623101,64270269953
2019-02-07,3414.93,3399.47,3427.95,3394.22,-0.45,5004962683,59578075991
2019-02-06,3469.09,3413.77,3469.09,3398.57,-1.59,5482196038,59821158612
2019-02-05,3454.95,3466.36,3478.15,3451.94,0.33,5227549545,60735563490
2019-02-04,3467.21,3459.15,3476.22,3442.59,-0.23,5332718886,60603083461
2019-02-03,3516.14,3464.01,3521.39,3447.92,-1.48,5043937584,60681847608
2019-02-02,3484.63,3521.06,3523.29,3467.57,1.05,5071623601,61675119055
2019-02-01,3460.55,3487.95,3501.95,3431.59,0.79,5422926707,61088747491
2019-01-31,3485.41,3457.79,3504.80,3447.92,-0.79,5831198271,60553903927
2019-01-30,3443.90,3486.18,3495.17,3429.39,1.23,5955112627,61044262622
2019-01-29,3468.87,3448.12,3476.07,3400.82,-0.6,5897159493,60371874099
2019-01-28,3584.28,3470.45,3586.75,3439.23,-3.18,6908930483,60756570314
2019-01-27,3604.69,3583.97,3612.67,3567.25,-0.57,5570752966,62737274093
2019-01-26,3599.72,3602.46,3654.93,3593.35,0.08,5098183235,63054898963
2019-01-25,3607.39,3599.77,3612.93,3575.60,-0.21,5265847539,63000985908
2019-01-24,3584.50,3600.87,3616.09,3569.09,0.46,5262869046,63014066012
2019-01-23,3605.56,3585.12,3623.07,3565.31,-0.57,5433755649,62731361272
2019-01-22,3575.08,3604.58,3620.75,3539.72,0.83,5313623556,63065139424
2019-01-21,3600.37,3576.03,3608.84,3558.54,-0.68,5004347059,62559869612
2019-01-20,3725.45,3601.01,3743.39,3583.02,-3.34,5582489560,62990143284
2019-01-19,3652.38,3728.57,3758.53,3652.38,2.09,5955691380,65214103659
2019-01-18,3677.99,3657.84,3682.52,3637.08,-0.55,5002961727,63970991867
2019-01-17,3651.87,3678.56,3680.14,3621.96,0.73,5464420383,64327048255
2019-01-16,3631.51,3655.01,3685.78,3624.67,0.65,5394457145,63909348776
2019-01-15,3704.22,3630.68,3720.15,3619.95,-1.99,5537192302,63477817959
2019-01-14,3557.31,3706.05,3727.84,3552.29,4.18,5651384490,64789619995
2019-01-13,3658.87,3552.95,3674.76,3544.93,-2.89,4681302466,62106461671
2019-01-12,3686.97,3661.30,3698.98,3653.81,-0.7,4778170883,63994140882
2019-01-11,3674.02,3687.37,3713.88,3653.07,0.36,5538712865,64443301117
2019-01-10,4034.41,3678.92,4064.07,3659.17,-8.81,6874143796,64288932886
2019-01-09,4031.55,4035.30,4068.40,4022.66,0.09,5115905225,70508733459
2019-01-08,4028.47,4030.85,4109.02,3996.96,0.06,5306593305,70422743854
2019-01-07,4078.59,4025.25,4092.61,4020.89,-1.31,5228625637,70316305580
2019-01-06,3836.52,4076.63,4093.30,3826.51,6.26,5597027440,71206795853
2019-01-05,3851.97,3845.19,3904.90,3836.90,-0.18,5137609824,67157570935
2019-01-04,3832.04,3857.72,3865.93,3783.85,0.67,4847965467,67368333500
2019-01-03,3931.05,3836.74,3935.69,3826.22,-2.4,4530215219,66994920903
2019-01-02,3849.22,3943.41,3947.98,3817.41,2.45,5244856836,68849856732
2019-01-01,3746.71,3843.52,3850.91,3707.23,2.58,4324200990,67098634181
2018-12-31,3866.84,3742.70,3868.74,3725.87,-3.21,4661840806,65331499158
2018-12-30,3822.38,3865.95,3901.91,3797.22,1.14,4770578575,67475512827
2018-12-29,3932.49,3820.41,3963.76,3820.41,-2.85,4991655917,66672244158
2018-12-28,3653.13,3923.92,3956.14,3642.63,7.41,5631554348,68471837969
2018-12-27,3854.69,3654.83,3874.42,3645.45,-5.18,5130222366,63768757101
2018-12-26,3819.67,3857.30,3893.36,3769.86,0.99,5326547918,67292819465
2018-12-25,4081.03,3815.49,4089.56,3760.02,-6.51,6158207293,66556033172
2018-12-24,4000.33,4078.60,4271.79,4000.33,1.96,7240968501,71137548589
2018-12-23,4020.99,3998.98,4085.72,3976.41,-0.55,6151275490,69741217417
2018-12-22,3898.08,4014.18,4014.18,3855.74,2.98,5605823233,69997508295
2018-12-21,4133.70,3896.54,4198.43,3850.95,-5.74,7206015706,67937650255
2018-12-20,3742.20,4134.44,4191.23,3728.97,10.48,8927129279,72078243771
2018-12-19,3706.82,3745.95,3949.32,3687.23,1.06,6810689119,65299132785
2018-12-18,3544.76,3696.06,3701.35,3487.17,4.27,5911325473,64422587801
2018-12-17,3253.12,3545.86,3597.92,3253.12,9.0,5409247918,61798926687
2018-12-16,3236.27,3252.84,3305.75,3233.82,0.51,3744248994,56685436644
2018-12-15,3244.00,3236.76,3275.38,3191.30,-0.22,3551763561,56400691425
2018-12-14,3311.75,3242.48,3329.56,3206.54,-2.09,4372763663,56494379457
2018-12-13,3487.88,3313.68,3489.74,3298.13,-4.99,4343372456,57728688216
2018-12-12,3421.46,3486.95,3534.23,3413.48,1.91,4139364829,60741625426
2018-12-11,3497.55,3424.59,3513.18,3392.25,-2.09,4696765188,59650201102
2018-12-10,3612.05,3502.66,3647.33,3470.14,-3.03,5020968740,61004445982
2018-12-09,3473.23,3614.23,3685.31,3469.09,4.06,4947372847,62942160928
2018-12-08,3421.91,3476.11,3506.04,3350.65,1.58,5305024497,60531278392
2018-12-07,3512.59,3419.94,3512.59,3280.23,-2.64,6835615448,59547645578
2018-12-06,3754.07,3521.10,3874.97,3521.10,-6.21,5878333109,61303965508
2018-12-05,3958.89,3753.99,3969.54,3753.99,-5.18,5302481574,65352496336
2018-12-04,3886.29,3956.89,4075.63,3832.75,1.82,5028069239,68878292608
2018-12-03,4147.32,3894.13,4155.98,3840.45,-6.1,5089570994,67779050170
2018-12-02,4200.73,4139.88,4301.52,4110.98,-1.45,5262697895,72050487506
2018-12-01,4024.46,4214.67,4309.38,3969.71,4.73,5375314093,73346194969
2018-11-30,4289.09,4017.27,4322.98,3942.82,-6.34,6048016717,69904637061
2018-11-29,4269.00,4278.85,4413.02,4145.77,0.23,6503347767,74451016927
2018-11-28,3822.47,4257.42,4385.90,3822.47,11.38,7280280000,74072560088
2018-11-27,3765.95,3820.72,3862.96,3661.01,1.45,5998720000,66468970322
2018-11-26,4015.07,3779.13,4107.14,3643.92,-5.88,6476900000,65739289046
2018-11-25,3880.78,4009.97,4120.87,3585.06,3.33,6825640000,69749265801
2018-11-24,4347.69,3880.76,4413.09,3795.16,-10.74,4679500000,67495633205
2018-11-23,4360.70,4347.11,4396.42,4195.68,-0.31,4871490000,75598851166
2018-11-22,4611.57,4365.94,4629.64,4365.64,-5.33,4569370000,75919439809
2018-11-21,4465.54,4602.17,4675.73,4343.98,3.06,6120120000,80020171047
2018-11-20,4863.93,4451.87,4951.61,4272.11,-8.47,8428290000,77401044320
2018-11-19,5620.78,4871.49,5620.78,4842.91,-13.33,7039560000,84688539692
2018-11-18,5559.74,5623.54,5653.61,5559.74,1.15,4159680000,97753714643
2018-11-17,5578.58,5554.33,5578.58,5519.56,-0.43,4303150000,96542098114
2018-11-16,5645.32,5575.55,5657.02,5498.94,-1.24,5279320000,96900828780
2018-11-15,5736.15,5648.03,5774.82,5358.38,-1.54,7032140000,98151606541
2018-11-14,6351.24,5738.35,6371.55,5544.09,-9.65,7398940000,99712077259
2018-11-13,6373.19,6359.49,6395.27,6342.67,-0.21,4503800000,110494466204
2018-11-12,6411.76,6371.27,6434.21,6360.47,-0.63,4295770000,110689666528
2018-11-11,6413.63,6411.27,6423.25,6350.17,-0.04,3939060000,111373453740
2018-11-10,6386.13,6409.22,6437.28,6385.31,0.36,3705320000,111326145314
2018-11-09,6442.60,6385.62,6456.46,6373.37,-0.88,4346820000,110905767441
2018-11-08,6522.27,6453.72,6536.92,6438.53,-1.05,4665260000,112078367037
2018-11-07,6468.50,6530.14,6552.16,6468.31,0.95,4941260000,113395632955
2018-11-06,6433.38,6461.01,6463.55,6408.16,0.43,4700040000,112095603776
2018-11-05,6363.62,6419.66,6480.59,6363.62,0.88,4174800000,111456211022
2018-11-04,6365.47,6376.13,6388.63,6294.57,0.17,4390020000,110689215104
2018-11-03,6387.24,6361.26,6400.07,6342.37,-0.41,3658640000,110421212888
2018-11-02,6378.92,6388.44,6396.86,6327.38,0.15,4234870000,110880236966
2018-11-01,6318.14,6377.78,6547.14,6311.83,0.94,3789400000,110683820788
2018-10-31,6336.99,6317.61,6349.16,6316.88,-0.31,4191240000,109627117226
2018-10-30,6337.04,6334.27,6364.99,6310.14,-0.04,3781100000,109903543419
2018-10-29,6492.35,6332.63,6503.60,6306.99,-2.46,4199910000,109862898081
2018-10-28,6482.66,6486.39,6502.28,6447.91,0.06,3445190000,112518434372
2018-10-27,6480.84,6480.38,6507.41,6453.53,-0.01,3393250000,112403001148
2018-10-26,6468.44,6474.75,6498.29,6449.61,0.1,3306050000,112294341019
2018-10-25,6484.65,6476.29,6504.65,6447.03,-0.13,3230550000,112309554478
2018-10-24,6478.89,6495.84,6521.99,6468.86,0.26,3424670000,112637293966
2018-10-23,6472.36,6475.74,6506.01,6451.27,0.05,3716150000,112279779884
2018-10-22,6486.05,6487.16,6543.80,6462.98,0.02,3672860000,112465213723
2018-10-21,6490.09,6482.35,6556.38,6476.00,-0.12,3253610000,112369106369
2018-10-20,6460.92,6489.19,6497.72,6449.00,0.44,3379130000,112476559221
2018-10-19,6478.07,6465.41,6493.68,6445.31,-0.2,3578870000,112052990522
2018-10-18,6542.33,6476.71,6567.54,6450.04,-1.0,3924080000,112237252159
2018-10-17,6590.52,6544.43,6601.21,6517.45,-0.7,4088420000,113399343801
2018-10-16,6601.41,6596.11,6673.59,6571.37,-0.08,4074800000,114283707152
2018-10-15,6292.64,6596.54,6965.06,6258.68,4.83,7370770000,114280022340
2018-10-14,6288.49,6290.93,6363.21,6280.15,0.04,3085320000,108972590373
2018-10-13,6278.08,6285.99,6308.51,6259.81,0.13,3064030000,108878136724
2018-10-12,6239.25,6274.58,6328.50,6236.47,0.57,3783500000,108669526315
2018-10-11,6586.74,6256.24,6586.74,6243.74,-5.02,5181640000,108341572839
2018-10-10,6640.29,6585.53,6640.29,6538.96,-0.82,3787650000,114030835912
2018-10-09,6653.08,6642.64,6661.41,6606.94,-0.16,3580810000,115007759484
2018-10-08,6600.19,6652.23,6675.06,6576.04,0.79,3979460000,115162906843
2018-10-07,6590.68,6602.95,6641.49,6557.04,0.19,3306630000,114298880311
2018-10-06,6622.45,6588.31,6628.54,6577.80,-0.52,3259740000,114033598927
2018-10-05,6574.15,6622.48,6623.62,6557.41,0.74,3671500000,114614764674
2018-10-04,6497.91,6576.69,6603.31,6497.91,1.21,3838410000,113811343543
2018-10-03,6553.86,6502.59,6571.46,6454.03,-0.78,3887310000,112516993837
2018-10-02,6593.24,6556.10,6611.84,6537.90,-0.56,3979260000,113431019760
2018-10-01,6619.85,6589.62,6653.30,6549.08,-0.46,4000970000,113999846113
2018-09-30,6604.71,6625.56,6643.78,6566.54,0.32,4002280000,114608519470
2018-09-29,6643.10,6601.96,6643.10,6511.65,-0.62,4363690000,114186839964
2018-09-28,6678.75,6644.13,6785.03,6598.32,-0.52,5014430000,114903584220
2018-09-27,6495.29,6676.75,6712.10,6464.95,2.79,4606810000,115454861756
2018-09-26,6452.79,6495.00,6585.91,6397.89,0.65,4437300000,112300336125
2018-09-25,6603.64,6446.47,6603.64,6381.86,-2.38,4726180000,111450035114
2018-09-24,6704.77,6595.41,6713.56,6580.90,-1.63,4177310000,114011060309
2018-09-23,6715.32,6710.63,6766.15,6679.42,-0.07,4197500000,115990387532
2018-09-22,6735.05,6721.98,6814.56,6616.80,-0.19,4509660000,116173876360
2018-09-21,6513.87,6734.95,6794.33,6496.36,3.39,6531940000,116385068032
2018-09-20,6398.85,6519.67,6529.26,6395.95,1.89,4348110000,112653130183
2018-09-19,6371.85,6398.54,6448.46,6208.34,0.42,4431340000,110547735544
2018-09-18,6280.91,6371.30,6384.18,6265.71,1.44,4180090000,110064685348
2018-09-17,6514.06,6281.20,6540.21,6257.52,-3.57,3910780000,108497127334
2018-09-16,6536.68,6517.18,6544.33,6460.10,-0.3,3273730000,112562367224
2018-09-15,6509.40,6543.20,6561.72,6493.55,0.52,3216300000,113000324618
2018-09-14,6515.41,6512.71,6596.10,6456.17,-0.04,4076220000,112462453186
2018-09-13,6354.24,6517.31,6535.41,6354.24,2.57,4210910000,112530970182
2018-09-12,6317.01,6351.80,6363.87,6265.09,0.55,4064230000,109661521297
2018-09-11,6331.88,6321.20,6398.92,6260.21,-0.17,3849910000,109119948884
2018-09-10,6301.57,6329.70,6374.98,6292.76,0.45,3714100000,109255603474
2018-09-09,6223.38,6300.86,6446.26,6201.22,1.24,3671890000,108747090915
2018-09-08,6460.17,6225.98,6534.25,6197.52,-3.63,3835060000,107442122871
2018-09-07,6528.92,6467.07,6555.29,6396.87,-0.95,4264680000,111590424587
2018-09-06,6755.14,6529.17,6755.14,6404.72,-3.35,5523470000,112649565532
2018-09-05,7361.46,6792.83,7388.43,6792.83,-7.72,5800460000,117185657641
2018-09-04,7263.00,7361.66,7388.26,7255.44,1.36,4273640000,126986882925
2018-09-03,7279.03,7260.06,7317.94,7208.15,-0.26,4087760000,125222785390
2018-09-02,7189.58,7272.72,7306.31,7132.16,1.16,4329540000,125427780027
2018-09-01,7044.81,7193.25,7242.29,7038.05,2.11,4116050000,124044625438
2018-08-31,6973.97,7037.58,7057.17,6920.16,0.91,4495650000,121346613238
2018-08-30,7043.76,6978.23,7072.69,6834.69,-0.93,4463250000,120309828156
2018-08-29,7091.71,7047.16,7113.30,6970.82,-0.63,4145880000,121484666374
2018-08-28,6891.08,7096.28,7109.56,6882.34,2.98,4659940000,122319195736
2018-08-27,6710.80,6884.64,6884.64,6689.71,2.59,4019000000,118657885712
2018-08-26,6754.64,6707.26,6774.75,6620.75,-0.7,3295500000,115585205491
2018-08-25,6719.95,6763.19,6789.63,6700.96,0.64,3312600000,116534497933
2018-08-24,6551.52,6719.96,6719.96,6498.64,2.57,4097820000,115778358839
2018-08-23,6371.34,6534.88,6546.54,6371.34,2.57,3426180000,112577436411
2018-08-22,6486.25,6376.71,6816.79,6310.11,-1.69,4668110000,109840902181
2018-08-21,6301.07,6488.76,6500.87,6298.24,2.98,3377180000,111758100192
2018-08-20,6500.51,6308.53,6536.92,6297.93,-2.95,3665100000,108642191682
2018-08-19,6422.57,6506.07,6537.98,6361.55,1.3,3311170000,112031838393
2018-08-18,6583.43,6423.76,6617.35,6353.73,-2.43,3984520000,110603014928
2018-08-17,6340.91,6580.63,6582.50,6324.97,3.78,4992990000,113290724406
2018-08-16,6294.23,6334.73,6473.50,6276.41,0.64,4328420000,109045250379
2018-08-15,6221.42,6308.52,6588.49,6221.42,1.4,4895450000,108581773101
2018-08-14,6287.66,6199.71,6287.94,5971.05,-1.4,5301700000,106696389129
2018-08-13,6341.36,6297.57,6537.05,6225.72,-0.69,4083980000,108369686635
2018-08-12,6283.65,6322.69,6409.85,6237.50,0.62,5665250000,108790259014
2018-08-11,6185.79,6295.73,6455.74,6109.03,1.78,4047850000,108314257212
2018-08-10,6571.42,6184.71,6591.26,6124.52,-5.88,4528680000,106390927598
2018-08-09,6305.56,6568.23,6625.73,6249.07,4.17,4267040000,112973963230
2018-08-08,6746.85,6305.80,6746.85,6226.22,-6.54,5064430000,108448409560
2018-08-07,6958.32,6753.12,7146.56,6748.24,-2.95,4682800000,116128339800
2018-08-06,7062.94,6951.80,7166.55,6890.54,-1.57,3925900000,119531508535
2018-08-05,7031.08,7068.48,7102.77,6940.70,0.53,3679110000,121526079384
2018-08-04,7438.67,7032.85,7497.49,6984.07,-5.46,4268390000,120899698889
2018-08-03,7562.14,7434.39,7562.14,7328.65,-1.69,4627150000,127785826655
2018-08-02,7634.19,7567.15,7712.77,7523.44,-0.88,4214110000,130052066760
2018-08-01,7769.04,7624.91,7769.04,7504.95,-1.86,4797620000,131030166771
2018-07-31,8181.20,7780.44,8181.53,7696.93,-4.9,5287530000,133688476220
2018-07-30,8221.58,8180.48,8235.50,7917.50,-0.5,5551400000,140547190784
2018-07-29,8205.82,8218.46,8272.26,8141.18,0.15,4107190016,141185844808
2018-07-28,8169.06,8192.15,8222.85,8110.77,0.28,3988750080,140716560550
2018-07-27,7950.40,8165.01,8262.66,7839.76,2.7,5195879936,140235573607
2018-07-26,8176.85,7951.58,8290.33,7878.71,-2.75,4899089920,136553079708
2018-07-25,8379.66,8181.39,8416.87,8086.36,-2.37,5845400064,140482950401
2018-07-24,7716.51,8424.27,8424.27,7705.50,9.17,7277689856,144634918474
2018-07-23,7414.71,7711.11,7771.50,7409.10,4.0,5132480000,132375368459
2018-07-22,7417.80,7418.49,7537.95,7383.82,0.01,3695460096,127336615249
2018-07-21,7352.72,7419.29,7437.64,7262.41,0.91,3726609920,127333468174
2018-07-20,7467.40,7354.13,7594.67,7323.26,-1.52,4936869888,126202570251
2018-07-19,7378.20,7466.86,7494.46,7295.46,1.2,5111629824,128122730711
2018-07-18,7315.32,7370.78,7534.99,7280.47,0.76,6103410176,126458165406
2018-07-17,6739.65,7321.04,7387.24,6684.17,8.63,5961950208,125588963706
2018-07-16,6357.01,6741.75,6741.75,6357.01,6.05,4725799936,115638203962
2018-07-15,6272.70,6359.64,6403.46,6256.51,1.39,3285459968,109074579938
2018-07-14,6247.50,6276.12,6298.19,6212.22,0.46,2923670016,107631453835
2018-07-13,6235.03,6238.05,6310.55,6192.24,0.05,3805400064,106968440793
2018-07-12,6396.78,6228.81,6397.10,6136.42,-2.63,3770170112,106798864820
2018-07-11,6330.77,6394.71,6444.96,6330.47,1.01,3644859904,109631867446
2018-07-10,6739.21,6329.95,6767.74,6320.72,-6.07,4052430080,108511009626
2018-07-09,6775.08,6741.75,6838.68,6724.34,-0.49,3718129920,115557889495
2018-07-08,6857.80,6773.88,6885.91,6747.98,-1.22,3386210048,116097021279
2018-07-07,6668.71,6856.93,6863.99,6579.24,2.82,3961080064,117506606000
2018-07-06,6638.69,6673.50,6700.94,6533.55,0.52,4313959936,114350502582
2018-07-05,6599.71,6639.14,6749.54,6546.65,0.6,4999240192,113748385620
2018-07-04,6550.87,6597.55,6771.92,6450.46,0.71,4176689920,113024522547
2018-07-03,6596.66,6529.59,6671.37,6447.75,-1.02,4672309760,111849428104
2018-07-02,6380.38,6614.18,6683.86,6305.70,3.66,4396930048,113288832522
2018-07-01,6411.68,6385.82,6432.85,6289.29,-0.4,4788259840,109366024632
2018-06-30,6214.22,6404.00,6465.51,6214.22,3.05,4543860224,109665618200
2018-06-29,5898.13,6218.30,6261.66,5835.75,5.43,3966230016,106474707240
2018-06-28,6153.16,5903.44,6170.41,5873.05,-4.06,3467800064,101072353482
2018-06-27,6084.40,6157.13,6180.00,6052.85,1.2,3296219904,105403600614
2018-06-26,6253.55,6093.67,6290.16,6093.67,-2.56,3279759872,104307939200
2018-06-25,6171.97,6249.18,6327.37,6119.68,1.25,5500810240,106958465208
2018-06-24,6164.28,6173.23,6223.78,5826.41,0.15,4566909952,105646571668
2018-06-23,6090.10,6162.48,6224.82,6071.81,1.19,3431360000,105449276520
2018-06-22,6737.88,6083.69,6747.08,6006.60,-9.71,5079810048,104088814967
2018-06-21,6780.09,6729.74,6810.94,6715.17,-0.74,3529129984,115129700024
2018-06-20,6770.76,6776.55,6821.56,6611.88,0.09,3888640000,115916357344
2018-06-19,6742.39,6769.94,6822.50,6709.92,0.41,4057029888,115789919278
2018-06-18,6510.07,6734.82,6781.14,6446.68,3.45,4039200000,115176197712
2018-06-17,6545.53,6499.27,6589.11,6499.27,-0.71,3104019968,111134754810
2018-06-16,6455.45,6550.16,6592.49,6402.29,1.47,3194170112,111992015616
2018-06-15,6674.08,6456.58,6681.08,6433.87,-3.26,3955389952,110378702283
2018-06-14,6342.75,6675.35,6707.14,6334.46,5.24,5138710016,114106009748
2018-06-13,6596.88,6349.90,6631.66,6285.63,-3.74,5052349952,108530585830
2018-06-12,6905.82,6582.36,6907.96,6542.08,-4.68,4654380032,112491874164
2018-06-11,6799.29,6906.92,6910.18,6706.63,1.58,4745269760,118025877189
2018-06-10,7499.55,6786.02,7499.55,6709.07,-9.51,5804839936,115948312827
2018-06-09,7632.52,7531.98,7683.58,7531.98,-1.32,3845220096,128682085689
2018-06-08,7685.14,7624.92,7698.19,7558.40,-0.78,4227579904,130256218613
2018-06-07,7650.82,7678.24,7741.27,7650.82,0.36,4485799936,131153169176
2018-06-06,7625.97,7653.98,7680.43,7502.01,0.37,4692259840,130725095161
2018-06-05,7500.90,7633.76,7643.23,7397.00,1.77,4961739776,130365918088
2018-06-04,7722.53,7514.47,7753.82,7474.04,-2.69,4993169920,128312205314
2018-06-03,7632.09,7720.25,7754.89,7613.04,1.16,4851760128,131808021256
2018-06-02,7536.72,7643.45,7695.83,7497.26,1.42,4939299840,130481526036
2018-06-01,7500.70,7541.45,7604.73,7407.34,0.54,4921460224,128725854692
2018-05-31,7406.15,7494.17,7608.90,7361.13,1.19,5127130112,127902999390
2018-05-30,7469.73,7406.52,7573.77,7313.60,-0.85,4922540032,126391893474
2018-05-29,7129.46,7472.59,7526.42,7090.68,4.81,5662660096,127502651064
2018-05-28,7371.31,7135.99,7419.05,7100.89,-3.19,5040600064,121747389422
