PC1,PC2,PC3,PC4,label
0.115511,0.010828,-0.052591,-0.557325,0
0.286283,-1.735072,-1.503983,-0.352098,0
0.319621,-1.795037,-1.3531,-0.355446,1
0.254707,-1.06692,-1.367034,-0.426709,1
0.308483,-1.592883,-0.491804,-0.386501,0
0.125162,0.552252,-1.856668,-0.559928,1
0.126763,-0.737088,-1.81359,-0.433997,1
0.141726,-0.186371,0.999683,-0.5876,0
0.154484,-1.615849,-2.032045,-0.442497,1
0.06306,0.093656,-1.764063,-0.622706,0
0.259649,-0.47969,1.224014,-0.55151,0
0.137935,1.243364,0.233479,-0.677474,1
0.229706,-0.915264,-0.495826,-0.402558,1
-0.113268,3.294034,-1.011768,-0.86052,1
0.029006,-1.620581,-0.907465,-0.180515,1
-0.175468,0.983371,-2.619521,-0.614603,0
0.061161,-1.856454,-0.952892,-0.392037,0
-0.092985,0.868584,-2.010097,-0.642424,0
0.113685,-0.420214,-0.343731,-0.460703,0
0.057829,-0.195604,-2.059378,-0.479611,1
0.076684,-1.667402,-2.000607,-0.322866,1
-0.119035,0.952415,-1.220887,-0.610751,0
-0.082006,1.924706,0.060462,-0.791839,0
-0.121405,2.174277,-0.92156,-0.812782,1
0.073833,-0.467609,-0.230138,-0.545444,0
0.0185,1.132767,0.657926,-0.733823,0
0.157304,0.007825,1.733958,-0.639185,0
0.100989,-0.589198,-0.699156,-0.528762,1
0.01875,-0.465755,-2.293606,-0.527427,1
0.162124,-0.598683,2.007925,-0.674885,0
-0.035467,1.189624,-1.028681,-0.762972,1
-0.136638,2.622909,-0.029154,-0.898717,1
0.100165,-1.415671,-0.860275,-0.472105,0
0.029584,-0.010378,-0.916459,-0.599778,0
-0.07233,3.025652,-1.166878,-0.744946,0
0.057761,4.059777,1.869557,-1.04299,1
0.303844,-0.295442,0.645442,-0.621414,1
0.11993,0.980399,-2.536553,-0.664588,1
-0.08553,1.41724,0.185645,-0.446822,1
-0.051734,1.74087,0.56972,-0.806493,0
0.162458,-1.14891,0.609928,-0.481285,0
0.096567,-0.77876,-2.123206,-0.455251,0
-0.025491,3.180675,1.254529,-0.999762,0
0.121921,0.144988,-0.271966,-0.650325,1
0.104921,-1.322827,-3.66024,-0.418365,0
0.015607,2.758131,2.199932,-0.963071,1
0.118794,-0.95487,-2.467378,-0.43951,1
0.196229,-1.900545,-1.809461,-0.383156,1
-0.104368,4.296539,0.582528,-1.107749,0
0.153304,-0.544949,-0.831301,-0.565638,1
0.110879,-1.320705,-3.659998,-0.402766,0
0.241674,-1.239098,1.021455,-0.535324,1
0.244822,-1.382676,-0.402104,-0.391294,0
0.072611,2.482549,0.610319,-0.872936,0
0.200025,-0.196711,-0.798462,-0.488528,0
0.21256,-1.653407,-2.57146,-0.339634,1
0.181518,0.465238,1.089371,-0.62155,1
0.36286,-1.958536,1.714899,-0.459376,0
0.187768,0.097479,0.286543,-0.539181,1
-0.000475,1.713325,-1.681158,-0.700904,1
0.249939,-0.968715,2.206063,-0.470335,1
-0.130072,3.623812,0.652885,-0.904418,1
0.145632,-0.598862,0.170282,-0.463325,0
0.164428,-0.075899,0.077213,-0.525235,0
0.11846,0.31061,-1.16422,-0.602764,1
0.050322,0.563202,-2.833202,-0.559169,0
0.229142,0.081301,2.160954,-0.598085,0
0.329364,-2.052278,0.966173,-0.341319,0
0.24853,1.896136,0.414087,-0.40794,0
0.347778,3.148897,-0.487023,-0.475661,0
0.553425,0.783208,-0.810138,-0.381635,0
0.772043,-0.941406,1.234049,-0.320545,0
0.647158,0.913206,1.760583,-0.550055,1
0.707127,1.917998,-0.504191,-0.279058,0
0.927817,3.877435,0.472718,-0.264703,0
1.215768,-0.522376,-2.301512,0.074916,1
1.195241,2.448971,0.607121,-0.461013,0
1.576102,-1.622418,2.247561,-0.016855,0
1.518348,1.538492,1.22108,-0.291804,0
1.513976,0.564997,-2.091337,0.133647,1
1.684659,-1.047413,-1.250743,0.262878,0
1.647822,1.243275,0.384463,-0.0544,1
1.5718,-0.795507,1.16339,0.209251,1
1.319223,1.752828,0.987428,-0.173101,1
1.340935,1.93236,-1.606289,-0.13682,0
1.468432,1.859829,2.484694,-0.29555,1
1.398447,3.050971,3.246281,-0.461609,0
1.65379,-0.341081,0.459015,-0.000301,0
1.759094,-1.056255,1.601655,0.042481,1
1.463583,3.504386,-0.696364,-0.328391,0
1.877621,-0.275799,1.812723,0.076267,0
1.982937,-1.17654,-0.102905,0.360681,0
1.82764,1.271807,-1.103862,-0.018405,1
1.889728,-1.301315,-2.123285,0.218987,1
1.779417,0.857776,-1.752998,-0.005186,0
1.839514,1.443091,-0.687702,-0.114353,0
1.947077,-0.913912,-2.314777,0.141495,1
2.111881,-1.861615,-0.345552,0.216344,0
1.945782,2.688664,1.497367,-0.305045,0
2.128639,1.485054,3.613799,-0.284802,0
2.186555,0.35936,4.030536,-0.19048,1
2.058167,-1.931929,-0.18295,0.309608,1
1.872616,0.166344,2.186603,0.046649,1
1.763881,-1.042767,-0.218591,0.28324,1
1.529783,-1.48752,-2.705074,0.55338,1
1.42622,2.017785,0.042464,-0.068562,0
1.637937,-0.596706,-0.576953,0.099442,1
1.678564,-0.973942,1.753947,0.105959,0
1.48411,-0.621049,-1.786232,0.260728,1
1.58975,0.894227,0.435197,-0.027895,0
1.711585,1.014539,2.541872,-0.151747,1
1.658137,0.520125,-2.686098,0.04676,0
1.542802,2.280177,-0.450226,-0.192292,1
1.771755,-1.252729,0.198855,0.107796,0
1.676906,0.75552,0.729733,-0.144719,1
1.600582,0.93124,-2.902132,-0.059776,0
1.847436,-1.310146,0.551653,0.057018,1
1.814053,-0.616866,3.938611,-0.054607,1
1.543864,1.795518,-1.287518,-0.229134,0
1.736756,-0.884408,-1.00866,0.098671,1
1.754172,-1.128021,-0.370184,0.135665,0
1.508784,2.905866,3.052793,-0.383965,1
1.695777,-1.552104,0.903763,0.109362,0
1.701633,-1.508481,1.103363,0.10468,1
1.44186,1.988611,-0.318519,-0.256804,1
1.485936,3.348122,1.058527,-0.237307,0
1.789242,-0.300954,-0.662847,0.124625,1
1.971918,-1.790803,1.806656,0.113201,0
1.845016,0.498852,0.446299,-0.061425,0
1.776837,0.688842,0.510723,-0.004535,1
1.867829,0.052323,2.276945,0.012245,0
1.830969,-0.299026,-0.050252,0.101201,1
1.723893,0.418542,-1.67846,0.056584,1
1.928032,-1.952516,-0.272869,0.235164,0
1.74492,0.645266,0.822578,0.001259,1
1.834795,0.758226,2.560929,-0.072915,0
1.713924,1.815047,-0.99341,-0.146292,0
1.678898,3.021666,0.688945,-0.285093,1
1.869129,-0.952272,-1.319631,0.221345,0
1.952359,-1.166939,1.016951,0.155777,1
1.897285,-1.036313,-0.536858,0.190623,0
1.95084,-1.155516,1.270307,0.120477,1
1.819793,1.235788,1.898846,-0.10146,0
1.890464,-0.548846,-0.163649,0.297225,0
1.92922,0.591867,1.459215,0.046615,0
1.74496,2.764646,0.512827,-0.178176,1
1.8478,1.284608,0.784703,-0.039502,0
1.828409,1.265813,-0.245602,-0.042935,1
1.69417,4.044962,1.321184,-0.407589,1
1.865177,1.051057,0.365607,-0.070894,0
2.046788,-1.887341,0.077325,0.279931,0
1.810914,1.885818,0.099793,-0.133909,1
1.874904,1.033168,0.00777,-0.009394,0
1.816309,2.437079,0.170854,-0.212855,0
1.729121,1.696345,1.244965,0.062665,1
1.799215,-0.516713,-0.375674,0.186339,0
1.867779,-0.636186,1.988589,0.146154,1
1.691786,0.975668,-0.687792,0.037673,0
1.682776,1.189137,-0.714135,0.03495,1
1.639178,1.980339,-0.6677,-0.05427,0
1.708677,0.69293,-1.460264,0.082351,0
1.718008,0.551306,-1.749146,0.102546,1
1.938817,-0.806651,2.774717,0.113699,1
1.786986,0.692881,2.3005,0.070254,1
1.675902,-0.920057,1.003565,0.515112,1
1.482159,0.04562,-0.82993,0.433022,1
1.601915,-1.437356,-0.51633,0.475438,1
1.57178,-0.651365,-0.71924,0.311619,0
1.580152,-0.975218,-0.871362,0.358965,1
1.531978,-1.685856,-0.776444,0.491652,1
1.399959,0.40085,-1.885318,0.491349,0
1.495522,1.114009,-0.345966,0.257476,1
1.537926,1.725277,1.235672,0.025176,0
1.63247,0.032821,0.693466,0.269879,0
1.587732,0.527978,0.624639,0.226335,1
1.38639,3.393514,-0.649806,-0.112684,1
1.512413,1.934751,0.349489,0.00172,1
1.646655,0.107565,0.593016,0.164412,0
1.744535,-1.543041,0.77774,0.500458,0
1.622975,-0.834614,-0.000428,0.558713,1
1.522153,0.549531,-0.017804,0.299157,1
1.630866,-1.408731,0.099352,0.542037,1
1.351076,1.698606,-1.773578,0.344612,0
1.488016,0.110956,0.20378,0.477669,1
1.323974,4.067837,2.460272,-0.115837,0
1.430292,0.177083,-2.44823,0.474582,0
1.450446,1.755546,0.849914,0.195094,1
1.596377,-0.39639,0.881272,0.408439,0
1.351223,2.570945,0.340035,0.165267,1
1.643779,-0.940891,2.181252,0.402753,1
1.488828,-0.453634,-0.07626,0.438971,1
1.548462,-0.358583,0.993465,0.243879,0
1.429534,-0.24562,-1.562558,0.440923,1
1.444704,0.436545,0.562315,0.281104,1
1.443094,-0.564934,-0.55811,0.493334,1
1.324953,0.879109,-1.225097,0.401883,0
1.499456,-0.57008,-0.415646,0.419048,0
1.547669,-0.619854,1.533549,0.391077,1
1.416369,1.375273,0.939305,0.142943,0
1.337346,1.513216,-1.137795,0.293766,0
1.551444,-0.443396,1.835009,0.477476,1
1.481002,-1.239917,-0.674073,0.641136,1
1.525288,0.127109,2.958262,0.24975,0
1.203963,2.224835,-1.698468,0.276958,1
1.412577,-0.531338,-0.624191,0.430027,1
1.470754,-0.333446,0.657218,0.315322,0
1.336858,0.886405,0.311958,0.295962,1
0.861619,-0.663332,0.197224,1.405506,1
0.617388,-1.886679,-0.666229,1.611612,1
0.56103,1.434627,-0.626995,0.82536,0
0.72309,-1.136277,-1.066611,1.001799,1
0.672583,-0.747081,-0.171269,0.918555,1
0.519655,1.040805,-0.087622,0.680923,1
0.355897,1.757988,-1.551955,0.667958,1
0.632954,-0.293116,0.62034,0.641596,0
0.516854,-0.37331,-1.335839,0.746392,1
0.409994,1.949586,-1.640621,0.610901,0
0.734219,-0.356971,-0.433962,0.599554,1
0.592659,2.789346,-0.289817,-0.01026,1
0.839645,-1.266296,-0.122746,0.370892,1
0.845997,-1.928603,-0.252474,0.622093,0
0.661575,1.061329,0.633826,0.20167,1
0.712331,-1.405978,-0.623291,0.571718,1
0.613596,-0.375654,-0.225417,0.513638,1
0.399919,2.404288,-0.741373,0.266177,1
0.35922,3.31623,-0.185723,0.106405,1
0.417581,2.64626,0.688419,0.202131,0
0.359983,1.192277,-2.627198,0.518472,1
0.38252,-1.320526,-2.939187,0.8791,1
0.427038,-0.812905,0.538192,0.850582,0
0.51744,-0.392302,-0.930778,0.715712,0
0.37993,0.885958,-2.674986,0.772785,1
0.3664,3.430131,-1.111833,0.147873,0
0.840237,-1.85721,4.429396,0.455898,1
0.599016,0.767037,1.723187,0.383269,0
0.675061,-1.947346,-0.423181,0.738406,1
0.44972,0.305045,-1.739911,0.492882,1
0.401889,1.46897,1.577526,0.361146,1
0.326812,-1.885254,0.014032,1.083703,1
0.004074,2.457427,-0.435398,0.518398,1
0.087628,2.081983,-0.791532,0.312128,0
0.290316,-0.781305,-0.24531,0.707249,0
0.164195,-0.150432,0.477725,0.814537,1
0.294378,-1.942088,0.856005,0.708167,1
-0.229352,3.206736,-1.076976,0.332316,1
-0.12588,-1.198855,-0.335315,0.984195,1
-0.711175,-0.426617,2.265029,1.5714,1
-1.046995,1.248064,-2.322538,1.360888,0
-1.196222,-0.258846,-1.284835,1.517132,1
-1.609817,0.203443,-1.897198,1.689064,1
-1.432118,-1.328422,0.559167,1.444752,1
-1.759599,1.55854,-2.060699,1.643311,0
-1.239804,-0.330826,-1.684714,1.654669,0
-0.892811,0.217392,-0.42672,0.813352,0
-1.20439,-0.553218,2.22214,1.143691,1
-1.246211,-1.450299,0.527006,1.069277,0
-1.38699,1.609107,2.622404,0.803614,0
-1.228634,-0.61405,-0.854197,1.133754,0
-1.241987,0.348326,0.505799,0.97073,1
-1.328825,-1.016626,-0.365148,1.248213,1
-1.44868,1.720092,-0.184594,0.590765,1
-1.602854,-0.802339,0.629402,1.183287,1
-1.84841,-0.963626,0.776368,1.248875,1
-1.808512,-0.035933,0.158533,0.824717,0
-1.858482,0.986596,-1.547965,0.689553,0
-1.776304,0.438692,1.75628,1.233392,0
-1.64596,-0.652722,-0.752411,1.078467,1
-1.704531,0.832122,0.447201,0.59019,0
-1.642375,0.034106,1.290192,0.442294,1
-1.612441,0.31529,-0.969252,0.663425,0
-1.472988,2.031373,-1.500037,0.826905,0
-1.226212,0.35167,-1.119921,0.754087,1
-1.049355,-1.759865,-1.62404,0.798472,1
-1.341084,2.041706,0.03347,0.271106,1
-1.303998,1.856598,-1.398043,0.099475,0
-1.07159,1.360069,1.391778,0.121591,0
-1.079005,-0.771975,0.09538,0.575182,1
-1.256034,1.770466,-0.293071,0.14236,0
-1.21505,-0.925446,-0.468783,0.599043,1
-1.358688,-0.661668,-1.943745,0.539775,1
-1.498274,0.015211,1.904353,0.430267,1
-1.629191,-0.252632,1.216111,0.290473,1
-1.911883,-0.889858,-0.507289,0.804627,1
-1.789593,-1.680582,-0.722377,0.167574,1
-1.766987,-1.703564,-0.452294,0.185801,0
-1.696882,-1.875358,2.144871,0.080811,1
-2.008623,-0.887463,0.344765,0.211282,1
-2.342457,-1.12502,0.601014,0.406157,1
-3.092147,-0.96837,-1.989861,1.163055,1
-2.924488,-0.916826,1.55214,0.19078,1
-2.91819,-1.443794,0.393471,0.129351,1
-3.517573,0.045178,0.035053,0.387819,1
-4.694621,-1.22257,0.215623,2.129118,1
-4.048632,-1.352497,-0.406168,1.837458,0
-4.05875,0.152348,-0.755743,1.235875,1
-3.970119,-1.65009,-2.467567,0.967589,0
-3.599443,1.882069,-0.171353,0.412353,0
-3.039584,-1.036466,0.68987,1.03821,0
-3.059857,0.299896,2.55674,1.016714,1
-3.685971,-0.708427,-1.343989,1.030752,1
-3.437841,-1.605004,0.981065,0.609357,0
-3.134997,-0.92361,1.944234,0.407026,0
-3.092733,-1.088291,3.107467,0.110164,1
-3.228555,-1.399689,-0.393878,0.064785,1
-3.819955,1.370792,1.427421,-0.018763,1
-4.149418,-0.951633,0.535132,0.595272,1
-4.203794,-1.002632,0.367306,1.11472,0
-3.682822,-0.508659,-0.215456,0.752765,0
-3.45788,-0.983088,1.58745,0.308228,1
-3.307616,-2.101328,-0.883515,0.279378,0
-3.145897,1.907666,-1.250864,0.115061,0
-2.932446,-0.198294,1.885464,0.573657,1
-2.612955,0.438965,1.199948,0.498535,0
-2.478525,1.881384,0.047532,0.479502,1
-2.894016,1.808094,-0.480254,0.442261,1
-2.925197,0.805079,-1.238619,0.103878,0
-2.807552,-0.878785,2.18,0.137731,1
-2.784595,-1.067746,-1.611618,-0.009837,0
-2.630745,-0.080448,0.236606,-0.18683,0
-2.650469,3.038242,0.622521,-0.350143,0
-2.216081,-0.553951,1.518096,0.041335,0
-2.191967,-1.478858,1.238312,-0.02415,1
-2.339406,0.966397,-0.620679,-0.366516,0
-2.094319,-1.504587,0.476865,0.13047,0
-2.054384,0.201876,-1.196705,-0.252233,1
-1.985657,-0.246248,1.401577,-0.267296,0
-2.061887,-0.649161,-1.37981,-0.155792,1
-2.414354,0.005261,-2.611851,-0.01818,1
-2.532232,-0.98596,-1.044181,0.051817,1
-2.675995,-0.751797,-0.086826,-0.008115,1
-2.722188,-1.34792,0.062985,-0.196122,1
-3.082246,1.802483,-0.929156,-0.446628,1
-3.430526,-0.253484,1.73268,0.289435,1
-3.585122,-0.206451,0.197917,0.252644,0
-3.500297,-1.362402,1.54909,0.191379,1
-3.704231,1.058479,0.03874,-0.312959,1
-3.717791,0.932994,-1.89582,-0.35459,0
-3.487627,1.79641,0.910114,-0.47687,0
-3.166885,-0.685647,1.654994,-0.401467,1
-3.107877,-1.060689,0.736067,-0.518665,0
-3.089243,-0.25058,-1.232058,-0.235606,0
-2.825631,1.529536,-0.106986,-0.045904,0
-2.779313,1.795338,-0.012312,0.232657,1
-2.856016,2.26618,-1.328836,-0.033365,1
-2.441361,-1.122748,-0.722948,-0.255934,0
-2.45517,-0.889718,-0.678306,-0.35652,1
-2.880272,0.035608,-2.361331,-0.221863,1
-2.911638,1.076632,0.441047,-0.5263,0
-2.597446,-1.213279,0.601732,0.217734,0
-2.683336,3.283593,-0.220424,-0.409976,0
-2.709256,2.558717,0.442364,-0.539136,1
-2.687059,3.05332,0.547706,-0.592939,0
-2.467859,0.685478,0.234885,-0.434598,0
-2.571608,-1.26393,-0.693756,0.183838,1
-2.662928,1.832017,-1.411843,-0.48001,0
-2.337476,-0.613857,0.312324,0.075561,0
-2.242812,1.908417,1.359507,-0.228982,0
-2.085358,0.731334,0.491432,-0.386124,1
-2.159307,1.566217,-0.879131,-0.655428,1
-1.963585,-2.233411,-0.648948,-0.251049,1
-2.616865,1.991459,0.120198,-0.291473,1
-2.696805,-1.008183,1.246033,0.143901,1
-2.682144,-1.568649,-0.274338,-0.007944,0
-2.822044,2.150253,0.834081,-0.665228,0
-2.664473,-1.443528,0.894417,0.20966,0
-2.616261,-1.095486,-1.190245,-0.141523,1
-2.655098,0.563582,0.162042,-0.523233,0
-2.592118,-0.865751,-0.358752,0.044419,0
-2.370057,-1.713501,-0.048253,-0.09461,0
-2.553554,1.492077,-0.008437,-0.397668,1
-2.679513,2.223523,0.859705,-0.547547,1
-2.650121,0.54858,-1.736133,-0.413556,0
-2.516436,0.057933,0.943758,-0.477501,1
-2.448939,0.000165,1.637342,-0.606715,0
-2.500259,-0.920379,-0.457595,-0.15843,0
-2.529253,0.025032,-0.091235,-0.257145,0
-2.543966,0.090781,-0.267866,-0.178437,0
-2.59607,0.345226,0.878835,0.113316,1
-2.604625,1.167901,-1.37405,-0.411981,0
-2.326206,-1.38461,-1.41066,-0.213313,0
-2.321964,0.846788,2.1754,-0.548945,1
-2.19908,-0.671789,1.263655,-0.153384,0
-2.168229,1.928566,-0.634739,0.624195,0
-1.599616,-0.097403,0.843882,0.638924,0
-1.595526,2.737081,-1.398866,0.212606,0
-1.415846,3.139253,2.099804,-0.19016,1
-1.191544,-0.542791,0.759576,0.056548,0
-1.27312,1.407217,-0.396602,-0.238365,0
-1.189393,-1.630352,-0.13311,0.473814,1
-1.465396,1.879831,0.360734,-0.141286,1
-1.220904,-0.348957,1.755192,-0.102213,1
-1.272756,-0.005065,0.143391,-0.048949,0
-1.366398,2.094161,-0.395845,-0.314379,0
-1.142796,-0.165843,0.054496,-0.13037,0
-1.02902,-0.181467,2.423325,-0.087733,0
-1.312187,0.100584,-0.285614,0.371189,1
-1.355438,-0.197684,-2.156417,0.197751,0
-1.481992,-0.227684,0.724991,0.461085,1
-1.48376,-0.953088,0.251004,0.364259,1
-1.490097,0.751067,2.881985,0.31512,0
-1.498429,2.374308,-0.400038,-0.236022,1
-1.249773,-1.189045,-0.380247,0.096842,0
-1.23348,-1.049369,1.809255,0.139731,1
-1.246643,-1.1895,-0.551853,0.249155,0
-1.392832,2.703908,0.17247,-0.104336,0
-1.112267,-0.530616,0.456193,0.112987,1
-1.277809,0.984846,-1.566052,0.090942,0
-1.183585,0.863376,-0.901734,-0.058502,1
-1.183422,-0.274627,0.95469,0.156534,1
-1.30647,0.099831,0.074249,0.161439,1
-1.19251,-0.961005,0.704783,0.35302,0
-1.242165,1.349416,-0.021817,0.635065,0
-0.829696,0.622172,2.164316,0.219832,0
-1.652301,0.108452,-0.991143,1.345836,1
-2.54324,-1.971536,-1.378045,2.830939,1
-2.363499,-1.1362,1.770237,1.520412,1
-2.349266,-1.275193,0.036434,1.446505,0
-2.271684,-1.018173,-0.192374,1.2149,1
-2.161289,-0.705411,1.465267,1.084664,0
-2.125062,-0.894127,-0.145926,1.065921,0
-2.246613,1.516468,-0.28044,0.567506,1
-2.152766,0.524716,-0.321965,0.388633,1
-2.257628,2.472626,-0.792947,0.194296,0
-2.444109,2.889447,0.158123,0.561214,1
-2.167419,-1.018567,1.277118,0.96662,0
-2.367479,2.598221,-0.446159,0.336147,1
-2.091934,-0.057043,1.197016,0.572666,0
-2.200469,3.417756,0.061108,0.418134,0
-1.625346,-1.363768,0.003185,0.357663,1
-1.815871,-1.081366,-0.215704,0.582386,1
-1.763976,-0.62171,0.12302,0.516711,0
-1.829142,1.142313,0.218199,0.325374,1
-1.616049,-1.125172,0.38433,0.326409,0
-1.633212,-0.503077,1.250317,0.39297,0
-1.845852,3.145275,1.025028,0.252478,0
-1.68443,2.422522,-0.85518,-0.079493,1
-1.765523,2.706931,0.130006,0.044126,1
-1.535002,-0.306106,0.390673,0.679573,0
-1.508061,0.684396,-0.450836,0.556649,0
-1.270373,-0.560485,1.433082,0.659516,0
-1.165807,0.063179,1.559059,0.804641,0
-1.409451,2.207426,-0.232481,1.723019,0
-0.822865,0.124863,2.32857,0.727301,1
-1.210929,1.99565,-1.337227,1.476857,0
-1.362598,0.678309,-1.098569,2.743853,1
-0.77182,0.238417,1.513792,0.777612,1
-1.140288,2.090393,-0.468404,0.82352,1
-1.0988,2.075288,-0.267642,0.341581,0
-1.145616,1.469196,-0.097031,0.442777,1
-1.168381,2.827097,-0.301505,0.081322,0
-1.063219,1.321919,-2.597871,0.48203,0
-0.731024,-1.436858,-0.958441,0.619234,0
-0.875503,2.955551,1.067296,-0.131887,0
-0.949531,0.322651,-1.283946,0.836695,0
-0.82123,-0.140625,1.673456,0.561045,1
-0.869211,-0.223039,0.822499,0.512538,1
-0.792307,-0.206436,2.406514,0.208221,1
-1.023413,2.664938,0.886249,-0.079405,1
-0.940139,-0.27047,-2.252142,0.559544,0
-0.75004,-0.185557,1.466701,0.53444,0
-0.671546,-0.299512,0.504618,0.421855,0
-0.708627,0.479275,2.856089,0.508129,1
-0.876012,2.322587,0.600801,0.16465,1
-0.658553,0.711836,2.594588,0.330354,0
-0.486677,-1.154727,2.80914,0.494077,1
-0.763678,0.546554,-1.769549,0.745655,0
-0.687553,1.453149,-0.900361,0.867064,0
-1.038089,0.875928,-0.13578,1.725202,1
-0.942321,0.413429,0.847892,1.192279,0
-0.871539,0.552571,0.363156,0.893161,1
-0.922566,2.210526,-0.863524,0.436497,0
-0.877323,-1.043735,1.02208,1.057972,1
-1.228296,0.324355,-2.311494,1.391328,0
-0.865699,-0.609165,1.759187,0.98484,0
-0.835562,-0.816474,-0.407189,0.952128,0
-0.823431,-0.834685,0.576819,1.043114,0
-0.981448,1.009108,-0.506079,0.8528,1
-0.937791,0.602381,-0.162009,0.751878,1
-0.850569,-2.036334,-0.539342,1.140201,1
-1.045592,1.634774,0.26596,0.759332,0
-1.032369,2.837265,-0.611793,0.528142,0
-0.618834,-0.689856,2.914476,0.578841,1
-0.651686,-0.01606,2.031706,0.780522,0
-0.94722,-0.425287,0.536464,1.503745,1
-0.788204,-1.342194,-0.814702,0.724985,1
-1.045826,1.245525,-1.420647,0.536935,1
-1.115709,-0.905128,-1.385992,1.074474,1
-1.46792,-0.004865,1.280927,1.351198,1
-1.727547,0.701267,-0.557421,1.536272,0
-1.44787,1.113518,-0.654867,0.824539,0
-1.46289,-0.801163,0.015666,1.458475,1
-1.402511,-1.796918,-1.133648,1.271613,0
-1.272617,-1.77119,1.674953,0.94523,1
-1.468052,0.118479,-0.874887,0.781073,0
-2.280653,-0.022476,-0.125071,2.722158,1
-2.306054,-0.34128,-1.024708,2.310813,0
-2.178637,2.043654,-0.347745,1.227026,0
-2.326645,1.598761,0.273548,1.702484,1
-2.093674,-1.048672,0.448873,1.628216,1
-2.118479,-0.666791,-0.113507,1.78858,0
-2.001078,1.516917,-1.451141,0.886496,0
-1.862942,0.820642,0.078315,0.71812,1
-1.669028,-1.135429,1.341934,0.768558,0
-1.697614,-0.293493,0.658651,1.023654,0
-1.849511,3.467674,0.636863,0.504542,1
-1.714339,4.221091,1.937792,-0.032564,0
-1.873688,3.165045,-1.288737,0.395056,1
-2.081748,0.795683,-1.029237,1.140728,1
-2.323722,-0.540889,0.79781,1.708967,1
-2.443493,1.323849,0.840659,1.120174,0
-2.577789,1.175805,-0.496518,1.297,1
-2.481697,2.537542,2.284293,0.821572,0
-2.399917,1.293011,-1.012939,0.730108,1
-2.51059,1.650878,-0.110901,1.113499,0
-2.424282,1.523117,2.299182,1.085628,0
-2.28767,0.497182,1.157639,1.161856,0
-2.481734,-1.364091,0.348439,1.817853,1
-2.76637,-0.758748,-1.036096,1.972262,1
-2.982034,3.159387,-0.912647,1.253792,1
-2.902144,0.563923,-2.14347,1.597076,1
-2.965883,-1.269493,-3.50841,1.85583,1
-3.092894,0.464143,-2.09814,1.95184,0
-2.939061,-1.421103,-0.857767,1.975785,1
-3.378536,-0.443328,-3.140723,2.396093,1
-3.546378,1.76644,0.662637,2.589291,0
-3.21504,-0.372934,1.701052,2.260504,1
-3.143643,-0.92605,-0.783787,2.470704,0
-3.100564,0.806467,0.803777,2.224762,1
-3.065703,0.580997,0.640066,2.512383,0
-3.091977,-1.047281,1.617601,2.74641,1
-3.042477,-0.422309,1.904091,2.66802,0
-2.854678,-1.264333,-0.318481,2.676176,0
-3.080179,3.793786,0.531021,1.740265,1
-2.812468,0.887326,-0.888731,1.60843,0
-2.838871,-1.975078,0.122398,2.351547,1
-3.112292,1.024453,-0.914544,2.416157,0
-3.049338,4.41155,-0.138067,1.890502,0
-2.867538,3.139483,1.266348,2.744804,0
-2.580499,3.193887,2.0201,2.316155,0
-2.310212,0.15091,1.989044,2.608141,0
-2.202633,1.619255,0.039378,1.691671,0
-2.121836,1.146759,-0.113696,1.732153,0
-2.351117,0.620657,1.220078,2.40084,1
-2.474418,1.328568,-0.540423,2.306822,0
-2.156358,0.908271,1.560224,1.628032,0
-2.407854,1.465285,2.623729,1.958632,1
-2.413545,-1.583655,0.010028,2.420113,1
-2.336427,0.987932,1.731494,1.700725,0
-2.04068,-1.437386,-2.04301,2.494265,0
-2.170433,2.948367,-0.49837,2.706902,0
-2.010847,3.376779,1.209199,2.179733,0
-1.592876,-0.522019,2.213583,2.281577,1
-1.159468,2.904392,1.069342,3.608209,0
-0.96099,-0.446077,-0.150572,6.040892,1
-0.072247,0.568439,0.88451,2.442976,0
-0.048635,0.113664,0.064193,2.295967,1
-0.143276,1.151236,2.201094,3.235834,0
